long,lat,name,info
-118.889761,34.187462,"The Oaks","568 W Hillcrest, Space P10-12, Thousand Oaks, CA 91360 * Phone: (805) 373-6501"
-118.559687,34.417086,"Valencia Town Center","24251 Town Center Drive, Suite 115, Valencia, CA 91355 * Phone: (661) 222-1180"
-122.059647,37.897552,"Walnut Creek","1480 Mount Diablo Boulevard, Walnut Creek, CA 94596 * Phone: (925) 937-9445"
-105.131148,39.929874,"Flat Iron Crossing","1 West Flat Iron Circle, Broomfield, CO 80021 * Phone: (720) 887-1717"
-104.792044,38.964658,"Briargate Lifestyle Center","1885 Briargate Parkway, Colorado Springs, CO 80920 * Phone: (719) 265-6916"
-104.952021,39.717863,"Denver/Cherry Creek","3000 East First Avenue, Denver, CO 80206 * Phone: (303) 377-5500"
-105.023512,39.585271,"Aspen Grove","7301 South Santa Fe Dr., Littleton, CO 80120 * Phone: (303) 794-5220"
-104.874711,39.559106,"Park Meadows","8555 Park Meadows Center Drive, Littleton, CO 80124 * Phone: (303) 792-2136"
-73.485689,41.375875,"Danbury Fair Mall","7 Backus Avenue, Danbury, CT 06810 * Phone: (203) 797-1176"
-72.76095,41.723932,"Westfarms Mall / Farmington","500 Westfarms Mall, Farmington, CT 06032 * Phone: (860) 313-0598"
-72.555515,41.814737,"Evergreen Walk","400 Evergreen Way Suite 400, South Windsor, CT 06074 * Phone: (860) 644-2892"
-73.536276,41.053489,"Stamford Town Center","100 Greyrock Place, Stamford, CT 06901 * Phone: (203) 324-2035"
-73.3492,41.1409,"27 Main Street","Pottery Barn #361, Westport, CT 06880 * Phone: (203) 454-1386"
-77.08537,38.960522,"Chevy Chase Pavillion","5345 Wisconsin Ave N, Washington, DC 20015 * Phone: (202) 244-9330"
-77.060781,38.905337,"Georgetown","3077 M Street Nw, Washington, DC 20007 * Phone: (202) 337-8900"
-75.648811,39.678086,"Christiana Mall","322 Christiana Mall, Newark, DE 19702 * Phone: (302) 368-8440"
-80.14657,25.955256,"Aventura","19575 Biscayne Blvd, Aventura, FL 33180 * Phone: (305) 937-7414"
-80.137,26.3684,"Town Center @ Boca Raton","6000 W Glades Road, Boca Raton, FL 334317204 * Phone: (561) 750-3949"
-80.116074,26.137636,"Ft Lauderdale Galleria","2336 East Sunrise Blvd, Ft Lauderdale, FL 33304 * Phone: (954) 566-2201"
-81.551958,30.180164,"The Avenues","10300 Southside Blvd, Jacksonville, FL 32256 * Phone: (904) 519-0953"
-80.336414,25.644906,"Miami/The Falls","8888 Southwest 136th, Miami, FL 33176 * Phone: (305) 238-0331"
-80.139353,25.790637,"Lincoln Road","1045 Lincoln Rd, Miami Beach, FL 33139 * Phone: (786) 276-8889"
-81.800752,26.213961,"Waterside Shops Pelican Bay","5475 Tamiami Trail North Suite 607, Naples, FL 34108 * Phone: (239) 593-3772"
-81.4007,28.449628,"Florida Mall","8001 S Orange Blossom Trail, Orlando, FL 32809 * Phone: (407) 850-9128"
-81.42997,28.490604,"Mall At Millenia","4200 Conroy Road, Orlando, FL 32839 * Phone: (407) 355-3552"
-80.0897,26.8428,"Palm Beach Gardens","3101 Pga Blvd #N-211 & N-213, Palm Beach Gardens, FL 33410 * Phone: (561) 622-9677"
-82.530166,27.302632,"Southgate Plaza","3501 S Tamiami Trail, Sarasota, FL 34239 * Phone: (941) 366-5351"
-80.285566,25.704537,"Sunset Shops","5701 Sunset Drive, South Miami, FL 33143 * Phone: (305) 740-0772"
-82.576343,28.066676,"Citrus Park","8058 Citrus Park Town Center, Tampa, FL 33625 * Phone: (813) 926-1968"
-82.475244,27.936351,"Old Hyde Park","802 South Village Circle, Tampa, FL 33606 * Phone: (813) 253-0904"
-80.057353,26.707846,"Palladium At City Place","701 South Rosemary Ave, West Palm Beach, FL 33401 * Phone: (561) 832-7012"
-81.351155,28.595436,"Colony Theatre","329 South Park Avenue, Winter Park, FL 32789 * Phone: (407) 629-7446"
-84.298233,34.047937,"Northpoint Mall","1000 North Point Circle, Alpharetta, GA 30022 * Phone: (678) 624-9974"
-84.365148,33.848763,"Atlanta/Lenox Square","3393 Peachtree Rd Ne, Atlanta, GA 30326 * Phone: (404) 812-9726"
-83.986563,34.067321,"Mall Of Georgia","3333 Buford Drive, Buford, GA 30519 * Phone: (678) 482-4261"
-84.421653,33.986707,"Avenues At East Cobb","4475 Roswell Rd  # 600, Marietta, GA 30062 * Phone: (678) 560-3590"
-84.215629,33.981052,"Forum On Peachtree Parkway","5155 Peachtree Parkway, Norcross, GA 30092 * Phone: (770) 409-8580"
-93.80901,41.568538,"Jordan Creek Town Center","101 Jordon Creek Parkway, West Des Moines, IA 50266 * Phone: (515) 224-9503"
-116.283808,43.608367,"Boise Towne Square","350 N Milwaukee Street, Boise, ID 83704 * Phone: (208) 377-1067"
-88.335884,42.150363,"Algonquin Commons","2000 South Randall Road, Algonquin, IL 60102 * Phone: (847) 458-0574"
-87.624483,41.895917,"N Michigan Avenue","734 North Michigan Avenue, Chicago, IL 60611 * Phone: (312) 587-9602"
-87.650308,41.910763,"Lincoln Park","865 West North Ave., Chicago, IL 60622 * Phone: (312) 587-9837"
-88.0534,42.162319,"Deer Park Town Center","20530 N Rand Road, Deer Park, IL 60010 * Phone: (847) 550-6763"
-88.343753,41.89211,"Geneva Commons","302 Commons Drive, Geneva, IL 60134 * Phone: (630) 262-8318"
-87.801667,42.185986,"Renaissance Place","1850 Second St, Highland Park, IL 60035 * Phone: (847) 681-9873"
-88.148177,41.771957,"Naperville","9 West Jackson Ave Ste 111, Naperville, IL 60540 * Phone: (630) 369-4260"
-87.95127,41.847553,"Oakbrook","21 Oak Brook Center, Oakbrook, IL 60523 * Phone: (630) 572-3307"
-87.843472,41.618556,"Orland Square Mall","288 Orland Square Drive, Orland Park, IL 60462 * Phone: (708) 349-4118"
-87.749,42.05545,"Skokie/Old Orchard","111 Old Orchard Center, Skokie, IL 60077 * Phone: (847) 673-8416"
-86.109775,39.914331,"Keystone At The Crossing","8702 Keystone Crossing, Indianapolis, IN 46240 * Phone: (317) 815-3740"
-94.644821,38.913218,"Leawood Town Center Plaza","5150 West 119th Street, Leawood, KS 66209 * Phone: (913) 906-0988"
-85.623324,38.249963,"Mall St Matthews","5000 Shelbyville Road, Louisville, KY 40207 * Phone: (502) 896-6264"
-90.15122,30.0032,"Lakeside","3301 Veterans Blvd, Metairie, LA 70002 * Phone: (504) 219-0168"
-90.064917,29.950688,"Canal Place","333 Canal Street, New Orleans, LA 70130 * Phone: (504) 568-0011"
-71.076348,42.35114,"Boston/Newbury St","122 Newbury Street, Boston, MA 02116 * Phone: (617) 266-6553"
-71.027997,42.22063,"Braintree/S Shore Plaza","250 Granite Street, Braintree, MA 02184 * Phone: (781) 849-8510"
-71.213612,42.475764,"Burlington Mall","75 Middlesex Turnpike, Burlington, MA 01803 * Phone: (781) 229-2993"
-71.180902,42.319172,"Atrium At Chestnut Hill","300 Boylston Street, Chestnut Hill, MA 02467 * Phone: (617) 964-4001"
-70.49204,41.617,"Mashpee Commons","38 Steeple Street, Mashpee, MA 02649 * Phone: (508) 477-3678"
-70.9445,42.5451,"North Shore Mall","114 And State Hwy 128, Peabody, MA 019601600 * Phone: (978) 532-5179"
-77.13974,39.07738,"White Flint","11301 Rockville Pike, Rockville, MD 20895 * Phone: (240) 221-0001"
-70.337159,43.634851,"Maine Mall","364 Maine Mall Road, Portland, ME 04106 * Phone: (207) 775-6261"
-83.749114,42.242663,"Briarwood Mall","100 Briarwood Circle, Ann Arbor, MI 48108 * Phone: (734) 222-4614"
-85.75505,42.882163,"Rivertown Crossings","3700 Rivertown Parkway, Grandville, MI 49418 * Phone: (616) 532-4125"
-84.517529,42.763515,"Eastwood Towne Centre","3024 Towne Centre Blvd, Lansing, MI 48912 * Phone: (517) 485-0159"
-83.475782,42.489602,"Twelve Oaks Mall","27448 Novi Road, Novi, MI 48377 * Phone: (248) 348-0410"
-83.193966,42.683737,"Village Of Rochester Hills","268 North Adams Road, Rochester Hills, MI 48309 * Phone: (248) 375-8829"
-83.183998,42.561537,"Troy/Somerset Collections","2800 West Big Beaver Rd, Troy, MI 48084 * Phone: (248) 816-8359"
-93.325625,44.876163,"Edina Galleria","3675 Galleria, Edina, MN 55435 * Phone: (952) 925-1610"
-93.436113,45.093923,"The Shoppes @ Arbor Lakes","12225 Elm Creek Blvd, Maple Grove, MN 55369 * Phone: (763) 425-4002"
-93.13695,44.939863,"Grand Place","870 Grand Ave, St. Paul, MN 55105 * Phone: (651) 221-9776"
-90.564658,38.649409,"Chesterfield Mall","280 Chesterfield Mall, Chesterfield, MO 63017 * Phone: (636) 536-6101"
-94.591763,39.04245,"Kc/Country Club Plaza","400 West 47th Street, Kansas City, MO 64112 * Phone: (816) 753-3252"
-90.417255,38.625863,"Plaza Frontenac","262 Plaza Frontenac, St. Louis, MO 63131 * Phone: (314) 996-2630"
-80.828722,35.151296,"South Park Mall","4400 Sharon Road, Charlotte, NC 28211 * Phone: (704) 442-9493"
-80.856067,35.353189,"Northlake Mall","6801 Northlake Mall Drive, Charlotte, NC 28216 * Phone: (704) 494-4883"
-78.946741,35.903679,"The Streets @ Southpoint","8030 Renaissance Parkway, Durham, NC 27713 * Phone: (919) 484-1836"
-78.678736,35.841224,"Crabtree","4325 Glenwood Avenue, Raleigh, NC 27612 * Phone: (919) 881-0188"
-80.298157,36.073163,"Hanes Mall","3320 Silas Creek Pkwy, Winston-Salem, NC 27103 * Phone: (336) 794-3406"
-96.069727,41.260031,"Regency Court","120 Regency Pkwy, Omaha, NE 68114 * Phone: (402) 391-4127"
-71.226741,42.766674,"Mall Rockingham Park","99 Rockingham Park Blvd, Salem, NH 03079 * Phone: (603) 893-7835"
-74.030878,40.908619,"Hackensack/Riverside Sq","300 Riverside Square, Hackensack, NJ 07601 * Phone: (201) 457-1313"
-74.923558,39.888217,"Market Square","300 Route 73 South, Marlton, NJ 08053 * Phone: (856) 489-7110"
-74.6469,40.3576,"Princeton Market Fair","3535 Us Route One, Princeton, NJ 08540 * Phone: (609) 419-0099"
-74.365029,40.73807,"Short Hills Mall","1200 Morris Turnpike, Short Hills, NJ 07078 * Phone: (973) 912-0060"
-74.062452,40.331321,"The Grove","627 Broad Street, Shrewsbury, NJ 07702 * Phone: (732) 212-1333"
-74.074374,41.039963,"Tices Corner","403 Chestnut Ridge Road, Woodcliff Lake, NJ 07677 * Phone: (201) 307-1684"
-106.5002,35.11575,"Albuquerque Uptown","2261 Q Street Northeast, Albuquerque, NM 87110 * Phone: (505) 883-0904"
-115.086955,36.021274,"Shops @ Green Valley Ranch","2265 Village Walk Drive, Henderson, NV 89052 * Phone: (702) 270-3737"
-115.291669,36.159511,"Rampart Commons","1085 South Rampart Blvd, Las Vegas, NV 89145 * Phone: (702) 968-0121"
-115.31255,36.185092,"Las Vegas Pos","10000 Covington Cross, Las Vegas, NV  * Phone: (702) 968-0121"
-119.748429,39.405947,"The Summit Reno","13935 S Virginia Street, Reno, NV 89511 * Phone: (775) 853-6888"
-73.85125,42.687384,"Crossgates Mall","1 Crossgates Mall Road, Albany, NY 12203 * Phone: (518) 218-0572"
-78.761812,42.908939,"Walden Galleria","One Walden Galleria, Cheektowaga, NY 14225 * Phone: (716) 651-4320"
-73.637,40.7282,"Roosevelt Field","Rooosevelt Field Mall, Garden City, NY 11530 * Phone: (516) 739-8704"
-73.416,40.8715,"Walt Whitman","160 Walt Whitman Road, Huntington, NY 11746 * Phone: (631) 549-5630"
-73.997348,40.724485,"Soho","600 Broadway, New York, NY 10012 * Phone: (212) 219-2420"
-73.98248,40.774157,"67th & Broadway","1965 Broadway, New York, NY 10023 * Phone: (212) 579-8477"
-73.96878,40.762634,"59th & Lexington","127 E. 59th Street, New York, NY 10022 * Phone: (917) 369-0050"
-73.99878,40.740084,"Bb Chelsea","100-104 Seventh Avenue, New York, NY 10011 * Phone: (646) 336-7160"
-76.17098,43.06724,"Carousel Center","9795 Carousel Center Drive, Syracuse, NY 13090 * Phone: (315) 476-4776"
-77.44058,43.02674,"Eastview Mall","815 Eastview Mall Drive, Victor, NY 14564 * Phone: (585) 223-1830"
-73.958992,41.09545,"Palisades Center","1661 Palisades Center Drive, West Nyack, NY 10994 * Phone: (845) 353-1482"
-73.75833,41.032431,"White Plains","125 Westchester Ave #2490, White Plains, NY 10601 * Phone: (914) 328-2434"
-81.497616,41.501163,"Beachwood","26300 Cedar Road, Beachwood, OH 44122 * Phone: (216) 378-1211"
-84.380325,39.199085,"Kenwood Towne Centre","7875 Montgomery Road, Cincinnati, OH 45236 * Phone: (513) 794-0705"
-82.915978,40.049473,"Easton Town Center","3945 Haxton St, Columbus, OH 43219 * Phone: (614) 478-3154"
-83.128884,40.076487,"Tuttle Crossing","5043 Tuttle Crossing Blvd, Dublin, OH 43016 * Phone: (614) 760-7687"
-83.640844,41.697541,"Franklin Park Toledo","5001 Monroe Street, Toledo, OH 43623 * Phone: (419) 475-4980"
-97.545025,35.522967,"Penn Square Mall","1901 Northwest Expressway, Oklahoma City, OK 73118 * Phone: (405) 843-1847"
-95.964845,36.131863,"Utica Square","1864 Utica Square, Tulsa, OK 74114 * Phone: (918) 743-1512"
-79.3909,43.6694,"Bloor Street - Canada","100 Bloor Street West, Toronto, ON M5S 1M4 * Phone: (416) 962-2276"
-79.386757,43.670235,"Yorkdale - Canada","3401 Dufferin Street, Toronto, ON M6A 2T9 * Phone: (416) 785-1233"
-79.3798,43.6535,"Eaton Centre - Canada","220 Yonge Street, Toronto, ON M5B 2H1 * Phone: (416) 597-0880"
-79.561,43.61,"Sherway Gardens - Canada","25 The West Mall, Toronto, ON M9C 1B8 * Phone: (416) 621-7779"
-122.698203,45.524983,"Portland","310 Northwest 23rd Avenue, Portland, OR 97210 * Phone: (503) 525-0280"
-122.783192,45.448834,"Washington Square","9619 Sw Washington Sq Road, Tigard, OR 97223 * Phone: (503) 443-1139"
-75.533923,39.884272,"Shoppes At Brinton Lake","941 Baltimore Pike, Glen Mills, PA 19342 * Phone: (484) 840-1701"
-75.39322,40.085537,"King Of Prussia","160 North Gulph Road, King Of Prussia, PA 19406 * Phone: (610) 265-4007"
-75.221,40.024196,"Manayunk","4230 Main Street, Manayunk, PA 19127 * Phone: (215) 508-6778"
-80.012147,40.54227,"Ross Park","1000 Ross Park Mall Drive, Pittsburgh, PA 15237 * Phone: (412) 635-7534"
-79.933146,40.451224,"Shadyside","5520 Walnut Street, Pittsburgh, PA 15232 * Phone: (412) 683-1960"
-71.415346,41.829063,"Providence Place","100 Francis St, Providence, RI 02903 * Phone: (401) 243-0210"
-79.935155,32.783854,"King Street /Kress Bldg","321 King Street, Charleston, SC 29401 * Phone: (843) 723-1502"
-82.337566,34.849732,"Haywood Mall","700 Haywood Road, Greenville, SC 29607 * Phone: (864) 329-0227"
-86.810952,35.95994,"Coolsprings Galleria","1800 Galleria Blvd, Franklin, TN 37067 * Phone: (615) 771-0166"
-84.036298,35.928323,"West Town Mall","7600 Kingston Pike, Knoxville, TN 37919 * Phone: (865) 694-7575"
-89.791861,35.200866,"Memphis/Wolfchase Galleria","2760 N Germantown Parkway, Memphis, TN 38133 * Phone: (901) 937-1787"
-86.816149,36.106255,"Green Hills Mall","2126 Abbott Martin Road, Nashville, TN 37215 * Phone: (615) 292-8598"
-97.747058,30.392762,"Austin/The Arboretum","10000 Research Blvd, Austin, TX 78759 * Phone: (512) 502-2418"
-97.81068,30.256457,"Barton Creek Mall","2901 Capitol Of Texas Hwy, Austin, TX 78746 * Phone: (512) 329-7040"
-96.789202,32.823431,"Knox Street","3212-3214 Knox Street, Dallas, TX 75205 * Phone: (214) 252-9106"
-96.820735,32.929737,"Galleria Dallas","13350 Dallas Parkway, Dallas, TX 75240 * Phone: (972) 788-1214"
-96.805763,33.100088,"Stonebriar Centre","2601 Preston Road, Frisco, TX 75034 * Phone: (972) 731-8315"
-95.445878,29.741563,"Highland Village","4011 Westheimer Road, Houston, TX 77027 * Phone: (713) 627-8901"
-95.560334,29.772796,"Town And Country Village","12850 Memorial Drive, Houston, TX 77024 * Phone: (713) 461-4057"
-96.794768,33.025802,"Plano/Preston Park Village","1900 Preston Rd, Plano, TX 75093 * Phone: (972) 985-7778"
-98.619463,29.589357,"Shops At La Cantera","15900 La Cantera Parkway, San Antonio, TX 78256 * Phone: (210) 558-2081"
-98.479858,29.493369,"Quarry San Antonio","255 East Basse Road, San Antonio, TX 78209 * Phone: (210) 930-2164"
-97.131133,32.943337,"Southlake Town Square","1440 Civic Place, Building 3-C, Southlake, TX 76092 * Phone: (817) 251-0290"
-95.625514,29.594681,"First Colony Mall","16535 Southwest Freeway, Sugarland, TX 77479 * Phone: (281) 325-0200"
-95.453823,30.167316,"The Woodlands Mall","1201 Lake Woodlands Drive, The Woodlands, TX 77380 * Phone: (281) 419-0517"
-111.8662,40.7603,"Trolley Square","552 South 602 East, Salt Lake City, UT 84102 * Phone: (801) 322-4050"
-77.090552,38.888611,"Market Common @ Clarendon","2700 Clarendon Blvd, Arlington, VA 22201 * Phone: (703) 465-9425"
-77.360474,38.865662,"Fair Oaks Mall","11824u Fair Oaks, Fairfax, VA 22033 * Phone: (703) 385-7550"
-77.226754,38.924332,"Mclean/Tysons Galleria","1737-2001 International Drive, Mclean, VA 22102 * Phone: (703) 821-8504"
-76.289379,36.849681,"Macarthur Place","300 E Monticello Ave, Norfolk, VA 23510 * Phone: (757) 625-8305"
-77.358008,38.958563,"Reston Town Center","11937 Market Street, Reston, VA 20190 * Phone: (703) 437-6001"
-77.623362,37.654491,"Short Pump Town Center","11800 West Broad Street, Richmond, VA 23233 * Phone: (804) 364-6990"
-73.212791,44.478927,"Burlington Town Center","49 Church Street, Burlington, VT 05401 * Phone: (802) 864-3688"
-122.204495,47.614109,"Bellevue","212 Bellevue Square, Bellevue, WA 98004 * Phone: (425) 451-0097"
-122.273568,47.831746,"Alderwood Mall","3000 184th Street Sw, Lynnwood, WA 98037 * Phone: (425) 774-5441"
-122.300103,47.662221,"University Village","4645 University Village, Seattle, WA 98105 * Phone: (206) 522-6860"
-117.422402,47.659137,"River Park Square","718 West Main St, Spokane, WA 99201 * Phone: (509) 455-6550"
-88.468873,44.27295,"Fox River Mall","4301 West Wisconsin Ave, Appleton, WI 54913 * Phone: (920) 733-5275"
-89.508707,43.058913,"West Towne Mall","66 West Towne Mall, Madison, WI 53719 * Phone: (608) 833-7646"
-88.047411,43.064586,"Mayfair Mall","2500 North Mayfair Road, Wauwatosa, WI 53226 * Phone: (414) 771-1402"
