index,long,lat,name,info
59,-117.87281499999999,33.614678000000005,"Whole Foods-Newport Beach,CA","415 Newport Center Drive, Newport Beach,CA 92660, (949) 999-8572|7:00 am to 10:00pm. Seven days a Week. Back Bay Tavern 11:00 am to 10:00 pm. Seven days a week."
60,-118.555016,34.274784000000004,"Whole Foods-Northridge,CA","19340 Rinaldi Street, Northridge,CA 91326, (818) 363-3933|7 A.M. - 10 P.M. Seven days a week"
61,-122.565924,38.10561,"Whole Foods Market-Novato,CA","790 De Long Avenue, Novato,CA 94945-7005, (415) 878-0455|8AM to 9PM Everyday"
62,-122.26101799999999,37.812663,"Whole Foods-Oakland,CA","230 Bay Place, Oakland,CA 94612, (510) 834-9800|8am to 10pm seven days a week"
63,-119.179542,34.24108,"Whole Foods-Oxnard,CA","650 Town Center Drive, Oxnard,CA 93036, (805) 751-4300|8am  10pm seven days a week"
64,-116.40008540000001,33.725418100000006,"Whole Foods Market-Palm Desert,CA","44459 Town Center Way, Palm Desert,CA 92260, (760) 797-8200|7:00 a.m. to 10:00 p.m. Seven days a week."
65,-122.159504,37.442468,"Whole Foods Market-Palo Alto,CA","774 Emerson Street, Palo Alto,CA 94301, (650) 326-8676|8am to 10pm seven days a week."
66,-118.071868,34.150384,"Whole Foods Market-Pasadena,CA","3751 E Foothill Blvd, Pasadena,CA 91107, (626) 351-5994|Open Daily: 7:00am - 10:00pm"
67,-118.147593,34.137615999999994,"Whole Foods Market-Pasadena,CA","465 South Arroyo Parkway, Pasadena,CA 91105, (626) 204-2266|Open Daily: 7:00am - 10:00pm"
68,-122.634196,38.240377,"Whole Foods Market-Petaluma,CA","621 E Washington St, Petaluma,CA 94952, (707) 762-9352|8am to 9pm seven days a week"
69,-118.42427830000001,33.974659,"Whole Foods-Playa Vista,CA","12746 West Jefferson Blvd, Playa Vista,CA 90094, (310) 862-9900|7:00am to 10:00pm Everyday"
70,-118.388143,33.847252000000005,"Whole Foods-Redondo Beach,CA","405 North Pacific Coast Hwy, Redondo Beach,CA 90277, (310) 376-6931|8am to 10pm - Seven days a week"
71,-122.231204,37.482327000000005,"Whole Foods-Redwood City,CA","1250 Jefferson Ave, Redwood City,CA 94062, (650) 367-1400|8am to 10pm. Seven days a week"
72,-121.266042,38.766312,"Whole Foods-Roseville,CA","1001 Galleria Blvd, Roseville,CA 95678, (916) 781-5300|8am to 9pm Sunday through Thursday. 8am to 10pm Friday and Saturday."
73,-121.36391699999999,38.595698,"Whole Foods-Sacramento,CA","4315 Arden Way, Sacramento,CA 95864, (916) 488-2800|7am to 9pm seven days a week"
74,-117.15803999999999,32.748249,"Whole Foods Market-San Diego,CA","711 University Ave, San Diego,CA 92103, (619) 294-2800|Open 7AM - 10PM daily. 7th Ave Pub: 12PM - 9:30PM daily."
75,-122.455,37.723901,"Whole Foods-San Francisco,CA","1150 Ocean Ave, San Francisco,CA 94112, (415) 333-7400|8am to 10pm. Seven days a week."
76,-122.42331999999999,37.790103,"Whole Foods-San Francisco,CA","1765 California St, San Francisco,CA 94109, (415) 674-0500|8 AM  10 PM daily"
77,-122.42713799999999,37.768408,"Whole Foods-San Francisco,CA","2001 Market Street, San Francisco,CA 94114, (415) 626-1430|8:00am - 10:00pm Seven days a week"
78,-122.43086799999999,37.751889,"Whole Foods-San Francisco,CA","3950 24th Street, San Francisco,CA 94114, (415) 282-4700|8am to 10pm Seven days a week"
79,-122.39964099999999,37.780875,"Whole Foods-San Francisco,CA","399 4th Street, San Francisco,CA 94107, (415) 618-0066|8am to 10pm seven days a week"
80,-122.402679,37.764134999999996,"Whole Foods-San Francisco,CA","450 Rhode Island St, San Francisco,CA 94107, (415) 552-1155|8am to 10pm"
81,-122.453282,37.769486,"Whole Foods-San Francisco,CA","690 Stanyan Street, San Francisco,CA 94117-3305, (415) 876-6740|8am to 10pm seven days a week"
82,-121.877587,37.250446000000004,"Whole Foods-San Jose,CA","1146 Blossom Hill Road, San Jose,CA 95118, (408) 266-3700|Open 8:00 AM to 10:00 PM. Seven Days a Week."
83,-121.90512849999999,37.3325081,"Whole Foods-San Jose,CA","777 The Alameda, San Jose,CA 95126, (408) 207-1126|8:00 a.m. to 10:00 p.m. Seven days a week."
84,-120.68867879999999,35.2518862,"Whole Foods-San Luis Obispo,CA","1531 Froom Ranch Way, San Luis Obispo,CA 93405, (805) 785-0194|7am - 9pm Seven days a week."
85,-122.291807,37.54445,"Whole Foods-San Mateo,CA","1010 Park Place, San Mateo,CA 94403, (650) 358-6900|8:00 am to 10:00 pm. Seven days a week."
86,-122.516815,37.970657,"Whole Foods-San Rafael,CA","340 Third St, San Rafael,CA 94901, (415) 451-6333|7AM to 10PM Everyday"
87,-121.96041699999999,37.761562,"Whole Foods Market-San Ramon,CA","100 Sunset Drive, San Ramon,CA 94583, (925) 355-9000|7:00 AM to 9:00 PM daily"
88,-119.745648,34.440401,"Whole Foods-Santa Barbara,CA","3761 State Street, Santa Barbara,CA 93105, (805) 837-6959|7am - 10pm"
89,-121.9764449,37.3823011,"Whole Foods-Santa Clara,CA","2732 Augustine Drive, Santa Clara,CA 95054, (408) 562-9162|8:00am - 10:00pm Seven days a week"
90,-118.55635,34.412892,"Whole Foods-Santa Clarita,CA","24130 Valencia Blvd, Santa Clarita,CA 91355, (661) 260-2377|8:00am - 10:00pm 7 days/wk"
91,-122.01415800000001,36.978853,"Whole Foods-Santa Cruz,CA","911 Soquel Ave, Santa Cruz,CA 95062, (831) 426-9901|8am to 9pm seven days a week"
92,-118.495021,34.032517,"Whole Foods-Santa Monica,CA","1425 Montana Ave, Santa Monica,CA 90403, (310) 576-4707|7am to 10pm seven days a week"
93,-118.4662336,34.022023299999994,"Whole Foods 365-Santa Monica,CA","2121 Cloverfield Blvd, Santa Monica,CA 90404,  (310) 752-1155|7:00am to 10:00pm Seven days a week"
94,-118.481518,34.032861,"Whole Foods-Santa Monica,CA","2201 Wilshire Blvd, Santa Monica,CA 90403, (310) 315-0662|7am to 10pm seven days a week"
95,-122.67392199999999,38.442259,"Whole Foods-Santa Rosa,CA","1181 Yulupa Ave, Santa Rosa,CA 95405, (707) 575-7915|8am to 9pm seven days a week"
96,-122.731642,38.458116,"Whole Foods Market-Santa Rosa,CA","390 Coddingtown Mall, Santa Rosa,CA 95401, (707) 542-7411|8 a.m. to 10 p.m. daily"
97,-122.823604,38.403669,"Whole Foods-Sebastopol,CA","6910 McKinley St, Sebastopol,CA 95472, (707) 829-9801|8am to 9pm seven days a week"
98,-118.414041,34.157793,"Whole Foods-Sherman Oaks,CA","12905 Riverside Drive, Sherman Oaks,CA 91423, (818) 762-5548|7 am to 10 pm - Seven days a week"
99,-118.46668000000001,34.152025,"Whole Foods-Sherman Oaks,CA","4520 N Sepulveda Blvd, Sherman Oaks,CA 91403, (818) 382-3700|7am to 10pm Seven days a week"
100,-122.46151200000001,38.292113,"Whole Foods Market-Sonoma,CA","201 W Napa St, Sonoma,CA 95476, (707) 938-8500|We are open 7am-9pm every day!"
101,-118.54080900000001,34.170685999999996,"Whole Foods-Tarzana,CA","18700 Ventura Blvd, Tarzana,CA 91356, (818) 578-7840|7am to 11pm - 7 Days a Week"
102,-118.874357,34.188320000000004,"Whole Foods-Thousand Oaks,CA","740 North Moorpark Rd, Thousand Oaks,CA 91360, (805) 777-4730|8am to 10pm- 7 Days A Week"
103,-118.332357,33.791554,"Whole Foods-Torrance,CA","2655 Pacific Coast Hwy, Torrance,CA 90505, (310) 257-8700|8:00am to 10:00pm seven days a week"
104,-117.823746,33.698040999999996,"Whole Foods-Tustin,CA","2847 Park Avenue, Tustin,CA 92782, (714) 566-7650|7am to 10pm seven days a week"
105,-117.6915896,34.121655,"Whole Foods 365-Upland,CA","2153 W Baseline Rd, Upland,CA 91784, (909) 579-2670}7:00am to 10:00pm Daily"
106,-118.470077,34.001582,"Whole Foods-Venice,CA","225 Lincoln Blvd, Venice,CA 90291, (310) 566-9480|6:30am to 10pm. Seven days a week."
107,-122.055191,37.893605,"Whole Foods-Walnut Creek,CA","1333 Newell Ave, Walnut Creek,CA 94596, (925) 274-9700|8:00am to 10pm daily"
108,-122.015358,37.925926200000006,"Whole Foods-Walnut Creek,CA","2941 Ygnacio Valley Rd, Walnut Creek,CA 94598, (925) 269-9010|8:00 a.m. to 9:00 p.m. Seven days a week."
109,-118.360909,34.090968,"Whole Foods Market-West Hollywood,CA","7871 Santa Monica Blvd, West Hollywood,CA 90046, (323) 848-4200|7am to 11pm seven days a week"
110,-118.596427,34.167794,"Whole Foods-Woodland Hills,CA","21347 Ventura Blvd, Woodland Hills,CA 91364, (818) 610-0000|7am to 10pm Seven days a week"
111,-107.083317,39.387458,"Whole Foods-Basalt,CO","340 Reed Street, Basalt,CO 81621, (970) 927-1500|7:30am-9pm"
112,-105.280914,40.025648,"Whole Foods Ideal Market-Boulder,CO","1275 Alpine Ave, Boulder,CO 80304, (303) 443-1354|Open 7am to 10pm"
113,-105.25581799999999,40.023006,"Whole Foods-Boulder,CO","2905 Pearl St, Boulder,CO 80301, (303) 545-6611|Open 7am to 10pm"
114,-104.961243,39.593956,"Whole Foods Market-Centennial,CO","6853 South York Street, Centennial,CO 80122, (303) 996-3660|Open 7am-10pm"
115,-104.799301,38.941868,"Whole Foods-Colorado Springs,CO","7635 North Academy Blvd, Colorado Springs,CO 80920-3207, (719) 531-9999|Open 7:30am-9:30pm"
116,-104.979418,39.696271,"Whole Foods-Denver,CO","1111 S Washington Street, Denver,CO 80210, (303) 733-6201|Open 7am to 10pm"
117,-105.00136,39.75448,"Whole Foods-Denver,CO","1701 Wewatta Street, Denver,CO 80202, (720) 572-8800|7:00am to 10:00pm. Seven days a week."
118,-104.95845600000001,39.718419,"Whole Foods-Denver,CO","2375 E 1st Ave, Denver,CO 80206, (720) 941-4100|Open 7am to 10pm"
119,-104.90153899999999,39.653048,"Whole Foods Market-Denver,CO","7400 E Hampden Ave, Denver,CO 80231, (303) 488-2000|Open 7am to 10pm"
120,-105.077298,40.55901,"Whole Foods-Fort Collins,CO","2201 S College Ave, Fort Collins,CO 80525, (970) 267-9200|Open 7am to 10pm"
121,-106.0978088,39.5900803,"Whole Foods Market-Frisco,CO","261 Lusher Court, Frisco,CO 80443, (970) 668-9400|Open 8am to 9pm"
122,-104.94048400000001,39.700965999999994,"Whole Foods-Glendale,CO","870 S Colorado Blvd, Glendale,CO 80246, (303) 691-0101|Open 7am to 10pm"
123,-105.162581,39.733211,"Whole Foods-Golden,CO","14357 W Colfax Ave, Golden,CO 80401, (303) 277-1339|Open 7:30am-9:30pm"
124,-104.943541,39.545698,"Whole Foods Market-Highlands Ranch,CO","9366 S Colorado Blvd, Highlands Ranch,CO 80126, (303) 470-6003|Open 8am-9pm"
125,-105.081364,39.707805,"Whole Foods-Lakewood,CO","444 S Wadsworth Blvd, Lakewood,CO 80226, (303) 935-5000|Open 7:30 am to 10 pm"
126,-105.09225900000001,39.623243,"Whole Foods-Littleton,CO","5155 S Wadsworth Blvd, Littleton,CO 80123-2217, (303) 586-5220|Open 7:30 am to 9:00 pm daily"
127,-105.1287155,40.1454277,"Whole Foods-Longmont,CO","1250 South Hover Road, Longmont,CO 80501, (720) 438-2550|8:00am - 9:00pm Seven days a week"
128,-105.169827,39.956474,"Whole Foods Market-Superior,CO","303 Marshall Rd, Superior,CO 80027, (720) 274-1415|Open 8am-9:30pm"
129,-105.03810120000001,39.9128799,"Whole Foods-Westminster,CO","4451 Main St, Westminster,CO 80031, (303) 439-7000|8am to 9:30pm"
130,-73.474901,41.378640000000004,"Whole Foods-Danbury,CT","5C Sugar Hollow Road, Danbury,CT 06810, (203) 730-0599|8am to 10pm Daily"
131,-73.474925,41.072967999999996,"Whole Foods-Darien,CT","150 Ledge Road, Darien,CT 06820, (203) 662-0577|8:00 am to 10:00 pm seven days a week"
132,-73.2419,41.157197,"Whole Foods-Fairfield,CT","350 Grasmere Avenue, Fairfield,CT 06824, (203) 319-9544|8:00 am to 10:00 pm seven days a week"
133,-72.608575,41.713695,"Whole Foods-Glastonbury,CT","55 Welles Street, Glastonbury,CT 06033, (860) 652-9800|8am to 9pm seven days a week"
134,-73.624018,41.033487,"Whole Foods-Greenwich,CT","90 E. Putnam Ave, Greenwich,CT 06830, (203) 661-0631|7am to 10pm seven days a week"
135,-73.024516,41.248248,"Whole Foods-Milford,CT","1686 Boston Post Road, Milford,CT 06460, (203) 874-0883|8am to 10pm seven days a week"
136,-72.746516,41.783774,"Whole Foods-West Hartford,CT","340 N Main St, West Hartford,CT 06117, (860) 523-7174|8am to 9pm seven days a week"
137,-72.739254,41.760884999999995,"Whole Foods-West Hartford,CT","50 Raymond Rd, West Hartford,CT 06107, (860) 523-8500|8am to 10pm seven days a week"
138,-73.379348,41.129118,"Whole Foods-Westport,CT","399 Post Road West, Westport,CT 06880, (203) 227-6858|8:00am - 10:00pm Daily"
139,-77.00471,38.88029,"Whole Foods-Washington,DC","101 H St SE, Washington,DC 20003, (202) 469-7280|7:00am to 10:00pm. Seven days a week"
140,-77.03304200000001,38.909521000000005,"Whole Foods-Washington,DC","1440 P Street NW, Washington,DC 20005, (202) 332-4300 or (202) 265-4665|Daily 7:00 am to 10:30 pm."
141,-77.049386,38.900846,"Whole Foods-Washington,DC","2201 I Street NW, Washington,DC 20037, (202) 296-1660|7am to 11pm Monday-Sunday"
142,-77.078854,38.948512,"Whole Foods-Washington,DC","4530 40th St NW Tenley Circle, Washington,DC 20016, (202) 237-5800|8:00am to 10:00pm. Seven days a week. Coffee bar opens at 7:00am"
143,-76.99815,38.9004,"Whole Foods-Washington,DC","600 H St NE, Washington,DC 20002, (202) 469-7410|7:00am to 11:00pm. Seven days a week."
144,-81.38191090000001,28.6625321,"Whole Foods-Altamonte Springs,FL","305 East Altamonte Drive, Altamonte Springs,FL 32701, (407) 767-2100|8:00am - 10:00pm Seven days a week"
145,-80.143389,25.970948999999997,"Whole Foods-Aventura,FL","21105 Biscayne Blvd, Aventura,FL 33180, (305) 682-4400|8am - 10pm"
146,-80.108863,26.365371000000003,"Whole Foods-Boca Raton,FL","1400 Glades Rd, Boca Raton,FL 33431, (561) 447-0000|8am to 10pm seven days a week"
147,-82.7364731,28.017635300000002,"Whole Foods-Clearwater,FL","27001 US 19 North, Clearwater,FL 33761, (727) 724-7100|8:00 a.m. to 10:00 p.m. Seven days a week."
148,-80.285494,25.709429,"Whole Foods-Coral Gables,FL","6701 Red Road, Coral Gables,FL 33143, (305) 421-9421|8:00 am to 10:00 pm. Seven days a week"
149,-80.254374,26.2414,"Whole Foods-Coral Springs,FL","810 University Drive, Coral Springs,FL 33071, (954) 796-5800|8am to 10pm seven days a week"
150,-80.2512719,26.096600199999997,"Whole Foods-Davie,FL","1903 S University Drive, Davie,FL 33324, (954) 916-3000|8:00 am-10:00 pm Seven days a week. Allegro Coffee Bar open from 8am-8pm."
151,-86.4196014,30.390304600000004,"Whole Foods-Destin,FL","4402 Legendary Drive, Destin,FL 32541, (850) 269-7400|Store: 8:00am to 10:00pm. Coffee bar: 8:00am- 8:00pm. Seven days a week."
152,-80.118364,26.153376,"Whole Foods-Fort Lauderdale,FL","2000 N Federal Hwy, Fort Lauderdale,FL 33305, (954) 398-2000|8am to 10pm seven days a week"
153,-81.8408458,26.5467602,"Whole Foods-Fort Myers,FL","6891 Daniels Pkwy [ste 100], Fort Myers,FL 33966, (239) 935-6550|8:00am to 10:00pm. Seven days a week."
154,-82.37402759999999,29.625868800000003,"Whole Foods-Gainesville,FL","3490 SW Archer Rd, Gainesville,FL 32608, (352) 244-8302|8:00am to 10:00pm. Seven days a week"
155,-81.624764,30.185405,"Whole Foods-Jacksonville,FL","10601 San Jose Blvd, Jacksonville,FL 32257, (904) 288-1100|8am to 9pm Seven days a week"
156,-80.18885490000001,25.7719289,"Whole Foods-Miami,FL","299 SE 3rd Ave, Miami,FL 33131, (305) 995-0600|7:30 am  11:00 pm seven days a week"
157,-80.32343,25.67325,"Whole Foods-Miami,FL","7930 SW 104 Street, Miami,FL 33156, (305) 969-5800|8:00am to 10:00pm. Seven days a week."
158,-80.141056,25.780839,"Whole Foods-Miami Beach,FL","1020 Alton Road, Miami Beach,FL 33139, (305) 938-2800|8:00 a.m. to 11:00 p.m. Seven days a week"
159,-81.800744,26.254163000000002,"Whole Foods-Naples,FL","9101 Strada Place, Naples,FL 34108, (239) 552-5100|8am to 10pm Monday to Saturday"
160,-80.16538100000001,25.887995999999998,"Whole Foods-North Miami,FL","12150 Biscayne Blvd, North Miami,FL 33181, (305) 892-5500|8:00 am  10:00 pm seven days a week"
161,-81.476876,28.44936,"Whole Foods-Orlando,FL","8003 Turkey Lake Road, Orlando,FL 32819, (407) 355-7100|8am to 10pm seven days a week"
162,-80.093165,26.847671999999996,"Whole Foods Market-Palm Beach Gardens,FL","11701 Lake Victoria Gardens Ave, Palm Beach Gardens,FL 33410, (561) 630-3400|8am to 10pm seven days a week"
163,-80.349368,26.006923999999998,"Whole Foods-Pembroke Pines,FL","14956 Pines Blvd, Pembroke Pines,FL 33027, (954) 392-3500|8am to 10pm seven days a week"
164,-80.10208890000001,26.242959999999997,"Whole Foods-Pompano Beach,FL","2411 N Federal Highway, Pompano Beach,FL 33062, (954) 786-3500|Monday-Saturday 7:00am-10:00pm. Sunday 8:00am-10:00pm"
165,-82.54191,27.337740000000004,"Whole Foods-Sarasota,FL","1451 1st Street, Sarasota,FL 34236, (941) 316-4700|8am to 9pm Monday to Saturday"
